Name,Team,Conference,Position,Class,IP,BF,ERA,FIP+,K%-BB%,K%,BB%,HR%
Jackson Saylor,Ohio Northern,OAC,P,So.,59.2,247.0,3.52,167.0,12.05,20.8,8.7,1.13
Matt Serdinak,Ohio Northern,OAC,P,Jr.,22.9,105.0,4.26,138.0,10.9,20.4,9.5,1.82
Nate Cory,Ohio Wesleyan,NCAC,P,Jr.,32.2,157.0,4.33,136.0,6.69,15.3,8.6,1.39
Hank Holman,Ohio Wesleyan,NCAC,P,Sr.,36.7,190.0,4.4,134.0,6.37,15.6,9.3,1.22
Nathan Hurley,Ohio Wesleyan,NCAC,P,Jr.,34.2,164.0,4.77,123.0,7.56,16.1,8.5,2.32
Jacob Lowery,Ohio Wesleyan,NCAC,P,Jr.,39.3,195.0,5.31,111.0,4.89,15.6,10.7,2.28
Parker Tomlin,Ohio Wesleyan,NCAC,P,Sr.,48.9,229.0,4.57,129.0,6.46,17.0,10.5,1.62
Justin Aramini,Old Westbury,Skyline,P,Sr.,23.4,120.0,6.63,89.0,1.36,13.4,12.1,3.8
Jonathan Kortwright,Old Westbury,Skyline,P,Jr.,23.2,125.0,4.38,134.0,4.72,16.3,11.6,0.83
Thomas Lynch,Old Westbury,Skyline,P,Jr.,29.1,155.0,4.39,134.0,7.02,16.8,9.7,1.4
Lou Pizzileo,Old Westbury,Skyline,P,Jr.,36.6,193.0,4.86,121.0,5.26,16.9,11.7,1.55
Anthony Ponzo,Old Westbury,Skyline,P,So.,36.1,182.0,4.43,133.0,3.44,15.2,11.7,0.79
Jimmy Stroehlein,Old Westbury,Skyline,P,So.,31.0,160.0,4.76,124.0,5.71,15.4,9.7,1.68
Bryan Carney,Olivet,Michigan Intercol. Ath. Assn.,P,Sr.,54.9,247.0,3.89,151.0,11.61,20.2,8.6,1.64
Nate Droste,Olivet,Michigan Intercol. Ath. Assn.,P,Sr.,43.2,218.0,4.76,124.0,3.89,12.7,8.8,1.44
Logan Lewis,Olivet,Michigan Intercol. Ath. Assn.,P,Jr.,49.2,243.0,4.73,124.0,5.82,15.6,9.8,1.85
Austin Wittrock,Olivet,Michigan Intercol. Ath. Assn.,P,Jr.,22.2,116.0,4.7,125.0,6.49,15.8,9.3,1.61
Wyatt Braun,SUNY Oneonta,SUNYAC,P,Sr.,22.2,118.0,4.08,144.0,6.05,16.7,10.7,0.7
Dominic Colarusso,SUNY Oneonta,SUNYAC,P,Sr.,13.0,68.0,4.17,141.0,6.75,16.6,9.8,0.9
Eric Korzeniewski,SUNY Oneonta,SUNYAC,P,Sr.,26.0,128.0,5.03,117.0,7.08,17.7,10.7,2.42
Jake Quigley,SUNY Oneonta,SUNYAC,P,Jr.,35.2,168.0,4.28,137.0,7.09,17.1,10.0,1.1
Zachary Rowe,SUNY Oneonta,SUNYAC,P,So.,42.1,192.0,4.45,132.0,6.39,17.9,11.6,1.54
Martin Thorsland,SUNY Oneonta,SUNYAC,P,Sr.,31.8,146.0,3.7,159.0,9.41,19.7,10.3,1.08
Owen Hoyt,Oswego St.,SUNYAC,P,So.,20.0,83.0,4.29,137.0,8.08,17.9,9.8,1.78
Jonah Shearer,Oswego St.,SUNYAC,P,Sr.,28.3,137.0,3.92,150.0,9.3,18.2,8.9,0.89
Brady Heagen,Otterbein,OAC,P,Jr.,27.9,142.0,4.29,137.0,6.62,17.5,10.9,1.09
Andrew Kitts,Otterbein,OAC,P,So.,21.2,96.0,4.15,142.0,6.65,16.4,9.7,1.03
Andrew Nemec,Otterbein,OAC,P,Sr.,26.9,138.0,4.94,119.0,3.81,13.6,9.8,1.58
Austin Payne,Otterbein,OAC,P,So.,25.0,123.0,4.77,123.0,6.38,16.5,10.1,1.87
Maverick Rabe,Otterbein,OAC,P,So.,36.2,169.0,4.59,128.0,5.73,16.0,10.3,1.64
Sam Sethna,Otterbein,OAC,P,Sr.,34.5,158.0,4.48,131.0,4.0,13.1,9.1,1.1
Colby Arnold,Elms,Great Northeast,P,Sr.,23.2,113.0,4.66,126.0,4.22,16.4,12.2,1.16
Brycen Diaz,Elms,Great Northeast,P,So.,33.2,171.0,4.5,131.0,7.85,18.4,10.6,1.63
Sal Ortiz,Elms,Great Northeast,P,So.,16.2,99.0,4.95,119.0,6.4,16.1,9.7,1.68
Justin Saad,Elms,Great Northeast,P,Sr.,19.5,101.0,5.14,114.0,3.37,14.6,11.2,1.89
Ryan Ziegler,Elms,Great Northeast,P,Jr.,29.1,141.0,4.61,128.0,5.72,16.6,10.9,1.47
Colin Bolla,Penn St.-Behrend,AMCC,P,Jr.,54.2,250.0,3.74,157.0,11.77,21.9,10.2,0.86
Andrew Bredel,Penn St.-Behrend,AMCC,P,Jr.,50.0,230.0,4.22,139.0,8.19,18.9,10.7,1.38
Chase Caricato,Penn St.-Behrend,AMCC,P,So.,10.0,46.0,4.26,138.0,6.52,17.3,10.8,1.23
Jake Manendo,Penn St.-Behrend,AMCC,P,Jr.,31.4,139.0,3.71,158.0,8.76,20.0,11.3,0.76
Sawyer Prince,Penn St.-Behrend,AMCC,P,Sr.,14.1,76.0,5.02,117.0,4.98,16.7,11.7,1.49
Ethan Tinker,Penn St.-Behrend,AMCC,P,Sr.,37.5,182.0,4.65,126.0,6.66,16.9,10.3,1.85
Jack Castillo,Plattsburgh St.,SUNYAC,P,Jr.,18.2,93.0,4.62,127.0,5.28,17.3,12.1,1.2
Isaiah Maines,Plattsburgh St.,SUNYAC,P,Sr.,21.2,116.0,4.57,129.0,6.01,16.1,10.1,1.17
Justin Sargent,Plattsburgh St.,SUNYAC,P,Jr.,15.2,85.0,4.49,131.0,5.53,16.5,10.9,0.97
Liam Suozzo,Plattsburgh St.,SUNYAC,P,So.,14.1,72.0,4.4,134.0,7.43,17.2,9.8,1.48
Kyan Zamaniyan,Plattsburgh St.,SUNYAC,P,Jr.,17.2,85.0,4.53,130.0,5.9,16.0,10.1,1.39
Brady Harvie,Plymouth St.,Little East,P,So.,13.0,74.0,5.02,117.0,4.32,16.5,12.2,1.47
Greg Mayo,Plymouth St.,Little East,P,Jr.,14.1,70.0,4.76,124.0,5.91,15.3,9.3,1.73
Alex Noel,Plymouth St.,Little East,P,Sr.,34.5,167.0,5.99,98.0,6.28,15.8,9.5,3.92
Ross Tine,Plymouth St.,Little East,P,Sr.,14.4,83.0,5.8,101.0,1.14,13.7,12.6,1.68
Max Brunngraber,Pomona-Pitzer,SCIAC,P,Jr.,58.0,285.0,5.14,114.0,5.14,15.2,10.1,2.36
Eli Della Bitta,Pomona-Pitzer,SCIAC,P,So.,18.1,85.0,4.37,135.0,6.39,16.1,9.7,1.42
Wade Lawson,Pomona-Pitzer,SCIAC,P,Sr.,23.1,105.0,4.33,136.0,5.95,17.6,11.6,1.12
Will Polishuk,Pomona-Pitzer,SCIAC,P,So.,12.2,75.0,5.94,99.0,3.89,17.1,13.2,2.19
William Wallace,Pomona-Pitzer,SCIAC,P,Jr.,15.9,84.0,5.21,113.0,3.25,15.3,12.0,1.67
Jack Wiessinger,Pomona-Pitzer,SCIAC,P,Jr.,47.9,216.0,3.98,148.0,7.7,17.8,10.1,1.03
Justin Zerger,Pomona-Pitzer,SCIAC,P,So.,25.2,125.0,4.59,128.0,5.08,15.5,10.4,1.24
Ethan Booth,Principia,SLIAC,P,Sr.,29.5,166.0,5.59,105.0,3.91,13.5,9.6,2.37
Logan Cadey,Principia,SLIAC,P,Jr.,27.5,173.0,6.13,96.0,0.06,15.6,15.5,1.84
Koye Calzada,Principia,SLIAC,P,So.,45.2,234.0,4.16,141.0,7.06,17.5,10.5,0.93
Cole Christensen,Principia,SLIAC,P,Jr.,30.6,178.0,5.36,110.0,2.12,14.4,12.3,1.35
Nick Dolci,Principia,SLIAC,P,Jr.,28.4,154.0,5.26,112.0,0.65,14.1,13.4,0.97
Ryan Kremer,Principia,SLIAC,P,So.,10.2,65.0,5.65,104.0,4.47,16.0,11.5,1.9
Charlie Reiss,Principia,SLIAC,P,Jr.,26.5,152.0,6.25,94.0,5.06,16.5,11.5,3.0
Ben Sanders,Principia,SLIAC,P,So.,12.2,87.0,5.47,107.0,4.38,15.5,11.1,1.41
Braden Blackwell,Puget Sound,NWC,P,Jr.,15.2,71.0,4.72,125.0,7.55,17.2,9.7,2.22
Preston Crockett,Puget Sound,NWC,P,Jr.,27.0,120.0,4.4,134.0,6.83,17.8,11.0,1.58
Charlie Decker,Puget Sound,NWC,P,Jr.,42.3,185.0,5.18,114.0,7.01,15.9,8.8,3.25
Harley Eschliman,Puget Sound,NWC,P,Sr.,17.1,77.0,4.35,135.0,10.48,19.6,9.1,1.99
Cal Johnson,Puget Sound,NWC,P,Sr.,26.4,132.0,5.14,114.0,4.65,15.9,11.3,1.9
Ethan Rattie,Puget Sound,NWC,P,Sr.,23.1,106.0,4.82,122.0,5.21,15.5,10.3,2.05
Zach Robman,Puget Sound,NWC,P,Sr.,23.4,108.0,4.17,141.0,9.39,18.9,9.5,1.37
Mason Seay,Puget Sound,NWC,P,Jr.,18.0,83.0,4.85,121.0,5.74,15.9,10.2,2.06
Jake Depetris,Ramapo,NJAC,P,Jr.,31.9,156.0,4.36,135.0,7.62,18.4,10.7,1.05
"Carlo Lalomia, Jr.",Ramapo,NJAC,P,So.,12.0,54.0,4.4,134.0,7.17,17.5,10.3,1.59
Michael Zalinkanskas,Ramapo,NJAC,P,So.,12.2,80.0,5.28,111.0,7.01,18.4,11.4,1.8
Colin Casey,Randolph-Macon,ODAC,P,Sr.,29.6,148.0,4.63,127.0,5.09,19.6,14.5,1.27
Connor McAuley,Randolph-Macon,ODAC,P,Sr.,22.8,107.0,3.97,148.0,7.48,18.3,10.8,0.98
Malachi Paschal,Randolph-Macon,ODAC,P,So.,15.2,75.0,4.43,133.0,9.13,19.2,10.1,1.83
Peter Phillips,Randolph-Macon,ODAC,P,Jr.,56.2,265.0,3.86,152.0,7.75,17.8,10.1,0.79
Braxton Pope,Randolph-Macon,ODAC,P,So.,17.1,91.0,5.03,117.0,4.88,16.6,11.7,1.73
William Wian,Randolph-Macon,ODAC,P,Sr.,49.9,216.0,3.58,164.0,11.59,21.0,9.4,1.36
Aziz Bishop,Redlands,SCIAC,P,So.,11.1,46.0,4.08,144.0,6.99,16.9,9.9,1.23
Tanner Currier,Redlands,SCIAC,P,So.,24.2,121.0,4.63,127.0,6.74,15.6,8.9,1.88
Gavin Duenez,Redlands,SCIAC,P,Jr.,35.0,162.0,4.08,144.0,8.05,17.3,9.3,1.37
Phillip Economos,Redlands,SCIAC,P,So.,14.0,72.0,4.82,122.0,4.93,15.9,11.0,1.48
Brett Edwards,Redlands,SCIAC,P,Sr.,21.1,96.0,3.91,150.0,6.56,16.7,10.1,0.77
Kethan Efron,Redlands,SCIAC,P,Sr.,14.1,77.0,6.39,92.0,0.91,15.1,14.1,2.81
Joe Godoy,Redlands,SCIAC,P,Sr.,39.8,182.0,4.29,137.0,10.58,21.1,10.5,2.13
Erik Radder,Redlands,SCIAC,P,Sr.,60.0,266.0,4.52,130.0,8.54,17.3,8.8,2.05
Ben Belliss,Rensselaer,Liberty League,P,So.,30.0,149.0,4.54,130.0,6.62,17.7,11.1,1.44
Dylan Chan,Rensselaer,Liberty League,P,So.,16.9,86.0,5.55,106.0,4.02,14.3,10.3,2.31
Andrew Gaughan,Rensselaer,Liberty League,P,Sr.,32.6,154.0,5.04,117.0,3.17,16.3,13.1,1.49
Dutch Hamilton,Rensselaer,Liberty League,P,Jr.,18.3,88.0,4.97,118.0,5.76,14.8,9.1,2.25
Mike Nelson,Rensselaer,Liberty League,P,Jr.,42.1,196.0,4.93,119.0,3.44,14.8,11.4,1.71
Liam Riordan,Rensselaer,Liberty League,P,So.,66.0,298.0,5.0,118.0,7.12,17.5,10.4,2.42
Zach Zajac,Rensselaer,Liberty League,P,Sr.,30.1,143.0,5.04,117.0,6.53,16.5,9.9,2.27
Calvin Battersby,Rhode Island Col.,Little East,P,Sr.,15.0,62.0,4.31,136.0,10.54,21.0,10.4,2.17
Jake Foster,Rhode Island Col.,Little East,P,Jr.,23.0,111.0,4.4,134.0,5.83,16.4,10.6,1.26
Samuel Gray,Rhode Island Col.,Little East,P,Jr.,47.2,226.0,4.67,126.0,10.51,18.3,7.8,2.47
Jaden Lovell,Rhode Island Col.,Little East,P,So.,10.1,55.0,5.76,102.0,8.67,17.9,9.2,3.15
Ben Nowinski,Rhode Island Col.,Little East,P,So.,22.1,101.0,4.24,139.0,7.8,17.6,9.8,1.34
Matt Parella,Rhode Island Col.,Little East,P,Jr.,20.2,108.0,5.32,111.0,6.08,16.5,10.4,2.43
Jason Potvin,Rhode Island Col.,Little East,P,Jr.,29.5,130.0,4.31,136.0,6.04,18.6,12.6,1.18
Kolbie Stellpflug,Rhode Island Col.,Little East,P,Jr.,13.9,67.0,3.96,148.0,6.72,16.5,9.7,0.8
Stephen Sullivan,Rhode Island Col.,Little East,P,Jr.,20.5,113.0,4.27,138.0,5.19,17.7,12.5,0.61
Andrew Carron,Rhodes,SAA,P,Jr.,20.9,111.0,4.82,122.0,4.48,16.5,12.0,1.34
Ben Daniel,Rhodes,SAA,P,Jr.,27.2,140.0,4.27,138.0,5.38,15.8,10.4,0.64
Ryan Fallman,Rhodes,SAA,P,Jr.,17.2,75.0,4.42,133.0,9.1,19.2,10.1,1.9
Reid Lampert,Rhodes,SAA,P,Sr.,19.6,103.0,4.62,127.0,10.14,18.0,7.9,2.37
Will May,Rhodes,SAA,P,Sr.,41.2,185.0,3.96,148.0,8.44,15.2,6.7,1.35
Jack Anderson,Ripon,MWC,P,Sr.,16.2,79.0,4.72,125.0,7.29,17.1,9.8,1.85
Adam Mellema,Ripon,MWC,P,Sr.,21.1,109.0,6.25,94.0,7.76,17.3,9.6,4.08
Matt Miller,Ripon,MWC,P,Jr.,18.1,97.0,5.15,114.0,4.63,15.1,10.5,1.91
Michael Sheehy,Ripon,MWC,P,Sr.,21.7,103.0,5.36,110.0,5.89,14.2,8.3,2.91
Matthew Stuczynski,Ripon,MWC,P,Sr.,16.0,76.0,4.66,126.0,7.06,16.2,9.2,2.0
Isaac Brooks,Roanoke,ODAC,P,Sr.,32.7,161.0,4.19,140.0,4.67,13.0,8.3,0.66
Thomas Burgess,Roanoke,ODAC,P,Sr.,59.8,286.0,4.52,130.0,6.85,14.6,7.8,1.9
Nick Capps,Roanoke,ODAC,P,So.,22.2,117.0,4.63,127.0,4.83,15.5,10.7,1.27
Hayden Giordano,Roanoke,ODAC,P,Jr.,10.0,47.0,4.23,139.0,7.44,17.3,9.8,1.16
Palmer Griffin,Roanoke,ODAC,P,Jr.,18.0,98.0,5.21,113.0,5.1,17.5,12.4,1.72
Trevor Orth,Roanoke,ODAC,P,Sr.,26.6,117.0,3.79,155.0,6.76,18.9,12.1,0.46
Mason Roy,Roanoke,ODAC,P,Sr.,24.4,122.0,4.59,128.0,3.75,15.8,12.1,1.14
Ty Book,RIT,Liberty League,P,So.,13.1,70.0,4.54,130.0,8.1,17.9,9.8,1.49
Owen Fisher,RIT,Liberty League,P,So.,40.2,199.0,4.27,138.0,8.92,19.1,10.2,1.51
Dylan Joseph,RIT,Liberty League,P,Sr.,23.2,99.0,3.73,158.0,9.4,20.4,11.0,0.65
Jack Luensmann,RIT,Liberty League,P,Sr.,14.6,78.0,4.51,130.0,7.34,20.0,12.6,1.14
Ryan Merkov,RIT,Liberty League,P,Sr.,39.2,176.0,4.03,146.0,6.28,15.1,8.9,1.01
Ryan Moran,RIT,Liberty League,P,So.,17.1,85.0,4.33,136.0,8.08,18.0,9.9,1.42
Joseph Wozny,RIT,Liberty League,P,Sr.,14.0,76.0,4.17,141.0,7.59,18.5,10.9,0.75
Andrew Lenhard,Rochester (NY),Liberty League,P,So.,17.0,87.0,4.47,132.0,5.37,16.3,10.9,1.06
Sunil Lindsay,Rochester (NY),Liberty League,P,So.,33.2,164.0,4.41,133.0,6.27,16.4,10.1,1.11
Jack Subramanian,Rochester (NY),Liberty League,P,Jr.,16.1,76.0,4.61,128.0,5.3,16.5,11.2,1.43
Logan Bennett,Rockford,NACC,P,So.,36.3,183.0,4.31,136.0,3.56,12.5,8.9,0.81
Nate Burdin,Rockford,NACC,P,Sr.,29.0,151.0,4.75,124.0,5.29,15.6,10.3,1.6
Alex Easton,Rockford,NACC,P,Sr.,48.7,229.0,4.34,135.0,5.99,15.6,9.6,0.98
Zach Fabis,Rockford,NACC,P,Sr.,33.8,156.0,4.97,118.0,5.4,15.8,10.4,2.23
Bartolo Rodriguez,Rockford,NACC,P,Sr.,12.0,75.0,5.25,112.0,4.23,15.2,10.9,1.43
Evan Beattie,Roger Williams,CNE,P,Jr.,10.2,60.0,5.33,110.0,6.73,16.7,10.0,2.04
Dylan Brenner,Roger Williams,CNE,P,Jr.,15.0,74.0,4.87,121.0,5.56,15.5,9.9,1.91
Ryan Camp,Roger Williams,CNE,P,Sr.,19.7,88.0,4.65,126.0,8.67,19.5,10.8,2.15
Matthew Donovan,Roger Williams,CNE,P,Jr.,26.2,132.0,5.2,113.0,7.42,17.8,10.3,2.58
Nick Gleason,Roger Williams,CNE,P,Sr.,26.9,123.0,4.31,136.0,6.55,16.1,9.6,1.23
Louie Mosca,Roger Williams,CNE,P,Sr.,30.7,143.0,4.79,123.0,5.48,16.0,10.5,1.83
Jonathan Quinn,Roger Williams,CNE,P,Jr.,50.0,216.0,3.84,153.0,10.92,21.3,10.4,1.17
Gavin Drooger,Rose-Hulman,HCAC,P,So.,12.0,60.0,4.48,131.0,7.23,17.2,10.0,1.55
Camden Judson,Rose-Hulman,HCAC,P,Jr.,28.9,146.0,4.59,128.0,7.09,18.8,11.7,1.66
Brad Nardi,Rose-Hulman,HCAC,P,Jr.,34.7,181.0,4.26,138.0,6.7,18.3,11.6,0.91
Andrew Noblitt,Rose-Hulman,HCAC,P,So.,26.0,117.0,4.08,144.0,6.8,16.7,9.9,0.96
Tyler Orr,Rose-Hulman,HCAC,P,Sr.,21.7,100.0,4.11,143.0,8.13,18.2,10.0,1.06
Liam Richardson,Rose-Hulman,HCAC,P,So.,30.1,144.0,4.49,131.0,6.98,17.7,10.7,1.46
Anthony Angelo Jr.,Rutgers-Camden,NJAC,P,Jr.,13.3,62.0,4.62,127.0,7.03,15.6,8.6,2.14
Sean Glenn,Rutgers-Camden,NJAC,P,Jr.,11.2,53.0,4.43,133.0,6.01,17.3,11.3,1.12
Julian Gonzalez,Rutgers-Camden,NJAC,P,Jr.,14.5,75.0,4.92,120.0,5.03,15.2,10.2,1.67
D.J. Juliano,Rutgers-Camden,NJAC,P,Jr.,14.0,70.0,4.29,137.0,6.84,17.0,10.2,1.03
Dylan Oliver,Rutgers-Camden,NJAC,P,Sr.,19.1,85.0,4.03,146.0,8.42,17.4,9.0,1.36
John Ormsby IV,Rutgers-Camden,NJAC,P,Jr.,21.0,98.0,4.9,120.0,4.85,17.6,12.7,1.78
John Farrington,Rutgers-Newark,NJAC,P,Sr.,15.2,80.0,5.34,110.0,0.49,14.8,14.3,1.37
Luke Hagen,Rutgers-Newark,NJAC,P,So.,25.0,129.0,4.57,129.0,5.3,17.1,11.8,1.23
Matthew L'Hommedieu,Rutgers-Newark,NJAC,P,Sr.,15.1,90.0,4.23,139.0,6.46,16.9,10.5,0.8
Chase Ostrowski,Rutgers-Newark,NJAC,P,Jr.,33.7,178.0,5.22,113.0,5.21,17.0,11.7,1.65
Adrian Rojas,Rutgers-Newark,NJAC,P,So.,26.0,144.0,5.17,114.0,4.29,17.3,13.0,1.46
Michael Romano,Rutgers-Newark,NJAC,P,So.,13.0,58.0,4.44,132.0,6.91,17.3,10.4,1.56
Joey Santi,Rutgers-Newark,NJAC,P,So.,28.0,146.0,4.93,119.0,7.51,17.3,9.8,2.03
Michael Scaglione,Rutgers-Newark,NJAC,P,Sr.,19.3,99.0,5.87,100.0,1.77,15.8,14.0,2.47
Dylan Becker,St. John Fisher,Empire 8,P,Sr.,10.1,46.0,4.4,134.0,7.77,17.6,9.8,1.72
Sean Cleary,St. John Fisher,Empire 8,P,So.,21.0,107.0,4.94,119.0,7.36,18.4,11.0,1.97
Matt Culjak,St. John Fisher,Empire 8,P,So.,10.0,54.0,4.49,131.0,8.41,18.3,9.9,1.59
Ryan Fitzpatrick,St. John Fisher,Empire 8,P,So.,19.0,93.0,4.32,136.0,6.3,17.1,10.8,1.04
Ethan Fulton,St. John Fisher,Empire 8,P,Sr.,51.4,226.0,3.7,159.0,11.1,19.5,8.4,1.29
Luke Horton,St. John Fisher,Empire 8,P,Jr.,15.6,75.0,4.26,138.0,7.5,17.3,9.8,1.32
Benjamin Huckans,St. John Fisher,Empire 8,P,Sr.,32.4,148.0,4.4,134.0,8.24,18.5,10.2,1.65
Jeffrey Kraus,St. John Fisher,Empire 8,P,So.,10.0,48.0,4.61,128.0,6.18,16.6,10.4,1.63
Robert Leach,St. John Fisher,Empire 8,P,Jr.,25.8,127.0,4.38,134.0,5.53,17.4,11.8,1.15
Jack Dobesh,Saint John's (MN),MIAC,P,Sr.,11.0,48.0,4.01,147.0,7.72,17.5,9.8,1.03
Brady Drkula,Saint John's (MN),MIAC,P,Jr.,13.2,77.0,4.83,122.0,6.29,16.8,10.5,1.44
Hunter Hoen,Saint John's (MN),MIAC,P,Jr.,34.1,157.0,4.77,123.0,4.0,15.3,11.3,1.72
Drew Lange,Saint John's (MN),MIAC,P,So.,23.0,103.0,4.23,139.0,5.94,15.6,9.6,1.0
Dylan Marciulionis,Saint John's (MN),MIAC,P,So.,10.1,56.0,4.76,124.0,5.78,15.8,10.1,1.58
Vinny Schleper,Saint John's (MN),MIAC,P,Sr.,15.2,82.0,4.39,134.0,4.94,16.3,11.3,0.57
Carter Theisen,Saint John's (MN),MIAC,P,Jr.,37.4,169.0,3.7,159.0,8.59,16.6,8.0,0.87
Dylan Brander,St. Joseph's (ME),Great Northeast,P,Sr.,37.0,160.0,3.24,181.0,12.28,19.2,6.9,0.88
Paul Donnelly,St. Joseph's (ME),Great Northeast,P,So.,39.1,182.0,4.6,128.0,6.1,15.3,9.2,1.84
Padraig Mac Seain,St. Joseph's (ME),Great Northeast,P,Sr.,38.2,168.0,3.77,156.0,12.55,20.7,8.2,1.69
Michael Richards,St. Joseph's (ME),Great Northeast,P,Sr.,54.1,254.0,4.5,131.0,5.18,14.0,8.8,1.58
Boden Driscoll,St. Lawrence,Liberty League,P,Jr.,31.1,147.0,4.8,123.0,6.68,15.7,9.0,2.08
Liam Hickey,St. Lawrence,Liberty League,P,Jr.,15.4,86.0,5.54,106.0,4.63,16.2,11.6,2.18
Joe LaPrade,St. Lawrence,Liberty League,P,So.,15.2,79.0,4.38,134.0,6.6,17.0,10.4,1.09
Ryan McCausland,St. Lawrence,Liberty League,P,So.,11.2,64.0,4.87,121.0,5.58,16.2,10.6,1.53
Joshua Polumbo,St. Lawrence,Liberty League,P,Sr.,19.3,93.0,5.35,110.0,6.84,14.4,7.5,3.15
David Zuhlsdorf,St. Lawrence,Liberty League,P,Jr.,32.3,155.0,4.28,137.0,8.76,18.8,10.1,1.37
Jordan Bonhoff,St. Mary's (MD),United East,P,Sr.,31.2,165.0,4.59,128.0,5.93,17.2,11.3,1.33
Ryan Matthews,St. Mary's (MD),United East,P,So.,10.2,54.0,4.53,130.0,6.07,16.4,10.3,1.2
Jack Overton,St. Mary's (MD),United East,P,Sr.,12.5,74.0,6.57,89.0,-0.38,14.5,14.8,2.34
Nick Russo,St. Mary's (MD),United East,P,Sr.,31.3,154.0,5.42,108.0,3.49,14.9,11.5,1.95
Tyson Allen,Saint Mary's (MN),MIAC,P,Sr.,35.2,167.0,4.15,142.0,8.12,16.0,7.9,1.32
Alex Amin,Saint Mary's (MN),MIAC,P,Sr.,12.9,62.0,4.51,130.0,4.65,14.3,9.7,1.38
Jack Anderson,Saint Mary's (MN),MIAC,P,Jr.,16.2,79.0,4.72,125.0,7.29,17.1,9.8,1.85
Eric Charest,Saint Mary's (MN),MIAC,P,Sr.,28.1,138.0,3.88,152.0,6.06,15.3,9.2,0.64
Colin Nigl,Saint Mary's (MN),MIAC,P,So.,14.1,69.0,4.5,131.0,7.67,18.4,10.7,1.5
Luke Pilot,Saint Mary's (MN),MIAC,P,Jr.,15.2,75.0,4.38,134.0,7.38,16.8,9.5,1.46
Drew Rothenberger,Saint Mary's (MN),MIAC,P,So.,36.1,171.0,4.75,124.0,4.63,15.8,11.2,1.63
Eric Stomberg,Saint Mary's (MN),MIAC,P,Sr.,37.5,172.0,4.53,130.0,3.62,14.7,11.1,1.16
Connor Tulley,Saint Mary's (MN),MIAC,P,Jr.,45.2,196.0,4.13,142.0,5.58,15.3,9.7,0.95
Mason Windschitl,Saint Mary's (MN),MIAC,P,Sr.,16.1,87.0,4.52,130.0,6.47,17.8,11.3,0.99
Noah Chmielewski,St. Norbert,NACC,P,Jr.,24.8,106.0,3.97,148.0,7.74,15.4,7.7,1.22
Cooper Dykes,St. Norbert,NACC,P,Jr.,14.3,70.0,5.07,116.0,7.26,16.7,9.5,2.53
Dylan Heier,St. Norbert,NACC,P,So.,17.2,75.0,4.06,145.0,6.85,17.1,10.3,1.1
Jake Lucas,St. Norbert,NACC,P,Jr.,10.1,60.0,4.57,129.0,6.16,17.5,11.3,1.08
Jace Midbon,St. Norbert,NACC,P,Sr.,58.2,277.0,4.41,133.0,8.09,18.1,10.0,1.79
Kyle Olson,St. Norbert,NACC,P,So.,13.0,60.0,4.26,138.0,6.03,15.5,9.5,1.17
Trey Parsons,St. Norbert,NACC,P,So.,11.1,60.0,5.28,111.0,6.18,16.4,10.2,2.32
Jason Schroeder,St. Norbert,NACC,P,Sr.,36.9,175.0,4.69,125.0,7.51,14.8,7.3,2.39
Kieran Haaland,St. Olaf,MIAC,P,Jr.,32.1,138.0,3.97,148.0,5.69,13.9,8.2,1.01
Sam Hruska,St. Olaf,MIAC,P,Jr.,13.0,60.0,4.79,123.0,7.59,17.3,9.7,2.38
Jack Pettit,St. Olaf,MIAC,P,Sr.,10.0,51.0,4.76,124.0,6.11,15.1,9.0,1.67
David Scheil,St. Olaf,MIAC,P,Sr.,14.2,76.0,5.08,116.0,3.9,16.1,12.2,1.81
Kevin Steel,St. Olaf,MIAC,P,Sr.,39.4,176.0,3.98,148.0,8.4,18.6,10.3,1.31
Josiah Utsch,St. Olaf,MIAC,P,So.,14.1,67.0,4.57,129.0,5.5,15.9,10.4,1.51
Christopher Woodside,St. Olaf,MIAC,P,Sr.,11.1,57.0,4.87,121.0,4.58,15.4,10.8,1.6
Garrett Green,St. Scholastica,MIAC,P,So.,20.1,89.0,4.61,128.0,4.76,14.8,10.0,1.74
Zach Hlinsky,St. Scholastica,MIAC,P,Sr.,22.8,96.0,3.53,167.0,9.28,19.0,9.7,0.54
Matt Juza,St. Scholastica,MIAC,P,Sr.,22.4,112.0,4.3,137.0,7.65,16.9,9.3,1.45
Logan Price,St. Scholastica,MIAC,P,So.,12.2,77.0,5.11,115.0,4.1,16.4,12.3,1.1
Jonathan Stoeckle,St. Scholastica,MIAC,P,So.,21.1,104.0,4.31,136.0,7.64,18.9,11.3,1.33
Ethan Zimmerman,St. Scholastica,MIAC,P,Sr.,19.0,85.0,3.88,152.0,8.28,17.0,8.7,1.1
Nolan Currier,Salem St.,MASCAC,P,Jr.,21.9,110.0,4.34,135.0,7.56,19.3,11.7,1.39
Brandon McMahon,Salem St.,MASCAC,P,Jr.,17.1,85.0,4.54,130.0,6.11,16.0,9.9,1.39
Alex Metznik,Salem St.,MASCAC,P,So.,13.1,63.0,4.5,131.0,6.27,16.0,9.8,1.53
Garrett Beaver,Salisbury,C2C,P,Sr.,30.8,132.0,4.33,136.0,9.43,19.7,10.2,2.0
