Name,Team,Conference,Position,Class,IP,BF,ERA,FIP+,K%-BB%,K%,BB%,HR%
Marcus Kruzan,Minnesota,Big Ten,P,Jr.,48.8,228.0,4.79,123.0,7.25,20.3,13.0,2.18
Luke Ryerse,Minnesota,Big Ten,P,So.,21.2,116.0,5.21,113.0,9.4,20.1,10.7,2.74
Cole Selvig,Minnesota,Big Ten,P,Jr.,44.2,209.0,4.71,125.0,9.7,19.6,9.9,2.54
Joe Sperry,Minnesota,Big Ten,P,Sr.,56.1,243.0,4.85,121.0,9.89,18.3,8.4,3.02
Adam Urban,Minnesota,Big Ten,P,So.,14.2,79.0,5.72,103.0,9.42,19.7,10.3,3.33
Will Whelan,Minnesota,Big Ten,P,Jr.,30.3,147.0,5.08,116.0,9.08,21.9,12.8,2.5
Dane Burns,Mississippi St.,SEC,P,So.,15.2,71.0,4.74,124.0,9.8,21.1,11.3,2.47
Ben Davis,Mississippi St.,SEC,P,Sr.,57.1,254.0,4.08,144.0,11.65,21.8,10.1,1.99
Charlie Foster,Mississippi St.,SEC,P,So.,11.1,46.0,4.52,130.0,10.75,21.9,11.1,2.57
Jackson Logar,Mississippi St.,SEC,P,Jr.,60.3,275.0,4.65,126.0,9.53,20.9,11.3,1.96
Ryan McPherson,Mississippi St.,SEC,P,So.,39.1,170.0,4.34,135.0,13.85,24.0,10.1,2.67
Tyler Pitzer,Mississippi St.,SEC,P,Jr.,34.8,168.0,4.73,124.0,9.82,22.6,12.8,2.25
Noah Sullivan,Mississippi St.,SEC,P,Sr.,35.6,149.0,3.72,158.0,12.31,21.3,9.0,1.77
Brendan Sweeney,Mississippi St.,SEC,P,Sr.,25.1,126.0,4.87,121.0,11.68,22.2,10.5,2.93
Tomas Valincius,Mississippi St.,SEC,P,So.,64.2,275.0,4.1,143.0,13.31,22.3,9.0,2.35
Maddox Webb,Mississippi St.,SEC,P,Jr.,41.4,195.0,4.79,123.0,7.98,20.8,12.9,2.09
Logan Darnell,Mississippi Val.,SWAC,P,So.,57.1,276.0,4.62,127.0,9.79,19.2,9.4,2.47
Malik Kemp,Mississippi Val.,SWAC,P,So.,20.2,120.0,5.69,103.0,7.7,19.0,11.2,2.58
Kobe Ladd,Mississippi Val.,SWAC,P,Jr.,15.2,88.0,5.65,104.0,6.43,18.1,11.7,2.55
James Rivera,Mississippi Val.,SWAC,P,Sr.,12.1,77.0,6.3,93.0,5.14,18.9,13.8,2.6
Park Roeder,Mississippi Val.,SWAC,P,So.,14.2,111.0,7.4,79.0,2.67,17.6,14.9,2.62
"James Snipes, III",Mississippi Val.,SWAC,P,Sr.,47.9,253.0,5.66,104.0,5.0,14.7,9.7,2.61
Hudson Calhoun,Ole Miss,SEC,P,Jr.,24.2,112.0,4.78,123.0,11.51,23.3,11.8,2.78
Hunter Elliott,Ole Miss,SEC,P,Sr.,82.9,348.0,3.85,153.0,14.77,25.4,10.6,1.88
Walker Hooks,Ole Miss,SEC,P,So.,37.1,169.0,4.5,131.0,12.04,21.7,9.7,2.68
Owen Kelly,Ole Miss,SEC,P,Jr.,57.4,252.0,4.54,130.0,12.38,21.6,9.2,2.91
Landon Koenig,Ole Miss,SEC,P,Jr.,52.0,251.0,4.51,130.0,9.52,19.0,9.5,2.26
Wil Libbert,Ole Miss,SEC,P,So.,53.2,255.0,4.81,122.0,9.34,20.7,11.4,2.53
Taylor Rabe,Ole Miss,SEC,P,So.,16.1,79.0,5.05,116.0,9.03,18.5,9.5,2.74
Marko Sipila,Ole Miss,SEC,P,Sr.,71.1,322.0,4.18,141.0,12.4,21.6,9.2,2.13
Cade Townsend,Ole Miss,SEC,P,So.,34.0,153.0,4.65,126.0,11.2,22.3,11.1,2.6
Landon Waters,Ole Miss,SEC,P,Sr.,18.2,78.0,4.81,122.0,11.37,22.3,11.0,3.01
Kadden Drew,Missouri,SEC,P,Sr.,34.0,162.0,5.32,111.0,8.96,18.7,9.7,3.27
PJ Green,Missouri,SEC,P,So.,26.1,130.0,5.66,104.0,5.53,18.0,12.5,2.96
Ethan Johnson,Missouri,SEC,P,Fr.,32.2,220.0,7.13,82.0,2.62,16.1,13.4,3.0
Brady Kehlenbrink,Missouri,SEC,P,So.,34.0,174.0,5.93,99.0,10.36,21.0,10.6,3.95
Ian Lohse,Missouri,SEC,P,Sr.,26.5,124.0,5.1,115.0,11.56,22.4,10.9,3.29
Josh McDevitt,Missouri,SEC,P,Jr.,11.1,57.0,5.15,114.0,10.69,21.1,10.4,2.97
Ben Smith,Missouri,SEC,P,Jr.,40.5,200.0,5.16,114.0,10.86,20.3,9.4,3.22
Juan Villarreal,Missouri,SEC,P,Jr.,54.1,249.0,4.86,121.0,11.35,23.0,11.7,2.99
Austin Beard,Monmouth,CAA,P,Sr.,30.2,157.0,5.14,114.0,6.11,16.9,10.8,2.23
Jake Danyluk,Monmouth,CAA,P,Sr.,10.1,50.0,4.67,126.0,9.69,20.4,10.8,2.27
Brendan Kenneally,Monmouth,CAA,P,Sr.,41.1,186.0,4.97,118.0,7.24,18.6,11.4,2.46
Tommy Kent,Monmouth,CAA,P,Sr.,33.5,167.0,5.72,103.0,6.15,18.8,12.7,3.02
Ryan Mealy,Monmouth,CAA,P,So.,68.1,292.0,4.11,143.0,10.87,19.3,8.4,2.08
Kevin Opanel,Monmouth,CAA,P,Sr.,64.0,288.0,5.1,115.0,7.62,17.9,10.3,2.89
Nick Tamburro,Monmouth,CAA,P,Sr.,26.0,124.0,4.83,122.0,5.91,16.9,11.0,2.13
Jimmy Wigo,Monmouth,CAA,P,Sr.,15.0,78.0,4.99,118.0,9.6,21.5,11.9,2.54
Ethan Davis,Morehead St.,OVC,P,Sr.,35.3,179.0,5.88,100.0,2.52,14.2,11.6,2.73
Josh Furtado,Morehead St.,OVC,P,Sr.,25.2,130.0,6.13,96.0,6.47,19.7,13.2,3.86
Blake Hager,Morehead St.,OVC,P,So.,10.1,60.0,5.52,107.0,7.51,19.3,11.7,2.51
Kamden Hawks,Morehead St.,OVC,P,So.,58.0,291.0,5.58,105.0,6.03,19.9,13.9,2.76
Bradley Poynter,Morehead St.,OVC,P,Jr.,42.8,222.0,6.25,94.0,5.18,14.5,9.3,3.88
Landon Waugh,Morehead St.,OVC,P,So.,41.0,192.0,5.27,112.0,7.54,19.4,11.8,2.98
Jake Andrews,Mount St. Mary's,MAAC,P,Sr.,21.8,114.0,5.99,98.0,2.73,18.0,15.3,2.24
Jake Arnold,Mount St. Mary's,MAAC,P,Sr.,23.0,125.0,5.7,103.0,8.23,19.2,10.9,3.12
Owen Crowe,Mount St. Mary's,MAAC,P,So.,24.0,125.0,5.23,112.0,7.12,20.7,13.6,2.29
Eli DeRossi-Cytron,Mount St. Mary's,MAAC,P,So.,66.2,307.0,4.97,118.0,9.31,20.3,11.0,2.6
Jakob Foster,Mount St. Mary's,MAAC,P,Jr.,33.0,164.0,5.39,109.0,4.4,17.4,13.0,2.3
Josh Halcisak,Mount St. Mary's,MAAC,P,So.,50.2,238.0,5.07,116.0,8.8,20.1,11.3,2.94
Kaden Kimble,Mount St. Mary's,MAAC,P,So.,21.0,109.0,5.11,115.0,7.42,19.4,11.9,2.34
JB Manarchuck,Mount St. Mary's,MAAC,P,Sr.,22.4,111.0,5.66,104.0,11.56,21.0,9.4,4.26
Maximus McCrary,Mount St. Mary's,MAAC,P,Sr.,35.2,178.0,4.86,121.0,7.85,18.6,10.8,1.81
Christian Pownall,Mount St. Mary's,MAAC,P,Jr.,19.2,103.0,5.67,104.0,6.34,18.4,12.1,2.93
Serigne Sarre,Mount St. Mary's,MAAC,P,So.,72.0,319.0,4.35,135.0,13.18,23.2,10.0,2.68
Carter Boyd,Murray St.,MVC,P,Jr.,17.2,95.0,5.34,110.0,7.25,19.2,12.0,2.35
Preston Chaudoin,Murray St.,MVC,P,Sr.,11.1,53.0,4.72,125.0,10.43,21.1,10.6,2.52
Kane Elmy,Murray St.,MVC,P,Sr.,40.2,183.0,5.4,109.0,4.95,14.3,9.3,3.22
Jacob Hustedde,Murray St.,MVC,P,Jr.,29.9,138.0,5.27,112.0,8.6,20.9,12.4,3.3
Graham Kelham,Murray St.,MVC,P,Sr.,46.0,196.0,4.21,140.0,15.94,25.1,9.1,2.75
Derek Lebron,Murray St.,MVC,P,Sr.,14.2,71.0,4.94,119.0,8.37,19.5,11.1,2.42
Jackson Lux,Murray St.,MVC,P,Jr.,14.6,76.0,5.24,112.0,6.54,20.0,13.4,2.19
Ethan Lyke,Murray St.,MVC,P,Sr.,38.5,180.0,4.53,130.0,8.05,17.8,9.7,2.11
Reese Oakley,Murray St.,MVC,P,So.,22.2,111.0,5.07,116.0,10.22,20.7,10.4,2.9
Jacob Roettgen,Murray St.,MVC,P,Sr.,18.0,85.0,4.67,126.0,9.43,19.2,9.8,2.32
Nic Schutte,Murray St.,MVC,P,Sr.,58.7,272.0,5.02,117.0,6.54,18.7,12.2,2.27
Jackson Ugo,Murray St.,MVC,P,So.,12.2,59.0,4.9,120.0,8.72,19.9,11.2,2.52
Jack Wajda,Murray St.,MVC,P,Jr.,22.0,109.0,4.75,124.0,8.78,18.8,10.1,2.3
Dylan Zentko,Murray St.,MVC,P,Sr.,52.0,236.0,4.22,139.0,11.8,21.3,9.5,2.26
Branden Barna,UNC Asheville,Big South,P,Sr.,19.0,97.0,5.94,99.0,7.39,19.8,12.4,3.77
Lucas Boesen,UNC Asheville,Big South,P,Jr.,36.1,170.0,4.88,120.0,8.48,19.2,10.8,2.7
Nick Bruno,UNC Asheville,Big South,P,Sr.,30.3,163.0,5.76,102.0,4.7,20.5,15.8,2.33
Garrett Crum,UNC Asheville,Big South,P,So.,45.2,218.0,5.04,117.0,8.26,19.5,11.2,2.64
Matthew Hall,UNC Asheville,Big South,P,Sr.,28.2,146.0,5.51,107.0,6.71,17.6,10.9,2.82
Ryland Howell,UNC Asheville,Big South,P,So.,25.1,127.0,5.32,111.0,8.08,19.8,11.8,2.83
Nic Melton,UNC Asheville,Big South,P,Sr.,21.6,120.0,5.53,106.0,7.4,19.6,12.2,2.42
Daylinh Nguyen-Brown,UNC Asheville,Big South,P,Jr.,39.0,199.0,5.57,106.0,8.18,19.4,11.2,3.15
Folger Boaz,North Carolina,ACC,P,Jr.,34.0,162.0,5.15,114.0,9.45,20.5,11.0,3.01
Tom Chmielewski,North Carolina,ACC,P,Sr.,43.1,197.0,4.06,145.0,10.27,19.0,8.7,1.82
Jason DeCaro,North Carolina,ACC,P,Jr.,85.8,370.0,4.45,132.0,10.17,20.0,9.8,2.44
Olin Johnson,North Carolina,ACC,P,Jr.,23.9,105.0,4.66,126.0,7.45,18.0,10.6,2.36
Ryan Lynch,North Carolina,ACC,P,So.,38.9,168.0,4.16,141.0,15.28,24.9,9.6,2.63
Matthew Matthijs,North Carolina,ACC,P,Sr.,32.2,144.0,4.25,138.0,14.47,24.9,10.5,2.71
Walker McDuffie,North Carolina,ACC,P,So.,55.1,226.0,4.06,145.0,13.66,24.4,10.7,2.25
Cameron Padgett,North Carolina,ACC,P,Sr.,30.3,137.0,4.99,118.0,8.6,17.6,9.0,3.11
Camron Seagraves,North Carolina,ACC,P,So.,23.2,116.0,4.95,119.0,9.9,22.2,12.3,2.6
AJ Camp,Charlotte,American,P,Jr.,38.2,171.0,4.82,122.0,10.68,21.4,10.7,2.98
Chase Carson,Charlotte,American,P,Sr.,48.3,218.0,4.45,132.0,13.72,24.1,10.3,2.85
Ryan Combs,Charlotte,American,P,Sr.,11.0,51.0,4.62,127.0,12.21,22.9,10.7,2.75
Andrew Kribbs,Charlotte,American,P,Sr.,65.0,285.0,4.37,135.0,10.53,20.8,10.2,2.1
Drew Munn,Charlotte,American,P,Sr.,56.2,260.0,5.33,110.0,5.85,16.8,11.0,2.92
Sebastian Perez,Charlotte,American,P,Sr.,20.6,95.0,4.47,132.0,12.08,21.9,9.8,2.72
Adam Stanton,Charlotte,American,P,Sr.,42.8,197.0,4.44,132.0,10.67,19.8,9.2,2.38
Joseph Taylor,Charlotte,American,P,Jr.,45.6,206.0,4.62,127.0,11.29,23.4,12.1,2.63
Grant Aycock,UNC Greensboro,SoCon,P,Sr.,36.2,176.0,4.85,121.0,8.31,19.8,11.5,2.39
Noah Chapman,UNC Greensboro,SoCon,P,Jr.,57.9,258.0,4.48,131.0,11.6,21.2,9.6,2.5
Jake Colucci,UNC Greensboro,SoCon,P,So.,34.0,158.0,4.91,120.0,7.45,18.2,10.8,2.32
Mayson Dear,UNC Greensboro,SoCon,P,Jr.,24.4,126.0,5.45,108.0,7.08,19.3,12.3,2.89
Dylan Smith,UNC Greensboro,SoCon,P,Jr.,31.8,157.0,5.26,112.0,9.21,19.1,9.9,3.15
Cooper Allen,UNCW,CAA,P,Jr.,24.5,113.0,4.91,120.0,10.05,20.8,10.8,2.89
Ty Lawson,UNCW,CAA,P,Sr.,15.2,64.0,4.37,135.0,11.59,21.0,9.4,2.46
Connor Marshburn,UNCW,CAA,P,Jr.,51.4,233.0,4.41,133.0,9.57,21.7,12.1,1.67
Mason Ruh,UNCW,CAA,P,Sr.,28.2,141.0,6.0,98.0,9.01,18.6,9.5,4.28
Bromley Thornton,UNCW,CAA,P,Jr.,16.1,89.0,5.18,114.0,9.44,19.7,10.3,2.55
Sam Beck,Omaha,Summit League,P,Sr.,12.2,59.0,4.7,125.0,9.15,19.9,10.7,2.27
Tanner Foertsch,Omaha,Summit League,P,So.,40.0,193.0,4.65,126.0,9.69,20.3,10.6,2.35
CJ Hood,Omaha,Summit League,P,Sr.,19.9,102.0,5.29,111.0,4.64,20.6,15.9,1.78
Oliver Mabee,Omaha,Summit League,P,Sr.,27.2,136.0,4.55,129.0,10.65,20.5,9.9,2.31
Maddox Meyer,Omaha,Summit League,P,So.,39.1,206.0,5.52,107.0,7.96,18.4,10.4,3.18
Carter Mick,Omaha,Summit League,P,So.,19.1,100.0,5.36,110.0,8.05,19.5,11.5,2.8
Cameron Teinert,Omaha,Summit League,P,Sr.,49.2,221.0,4.51,130.0,10.55,19.5,8.9,2.48
Cody Albright,UNLV,Mountain West,P,Sr.,28.2,131.0,5.15,114.0,9.42,19.6,10.2,3.28
Yates Bland,UNLV,Mountain West,P,Sr.,35.5,167.0,4.82,122.0,6.19,16.7,10.5,2.06
Josh Donegan,UNLV,Mountain West,P,Jr.,31.0,142.0,4.41,133.0,10.35,19.3,9.0,2.23
Jase Evangelista,UNLV,Mountain West,P,Jr.,16.1,79.0,5.0,118.0,6.5,19.2,12.7,2.28
Tate Foxson,UNLV,Mountain West,P,Jr.,21.8,118.0,5.95,99.0,4.51,17.7,13.2,2.97
Carson Lane,UNLV,Mountain West,P,Jr.,61.3,278.0,4.99,118.0,9.57,19.6,10.1,3.18
Reese Lueck,UNLV,Mountain West,P,Sr.,32.4,149.0,5.16,114.0,6.56,17.4,10.8,2.89
Dylan Rogers,UNLV,Mountain West,P,Jr.,50.8,248.0,4.62,127.0,8.82,17.2,8.3,2.38
Alessandro Castro,Nevada,Mountain West,P,Jr.,72.2,324.0,4.64,127.0,8.52,16.8,8.3,2.55
Dominic Desch,Nevada,Mountain West,P,Sr.,29.7,135.0,4.44,132.0,9.96,21.6,11.7,1.84
Jayce Dobie,Nevada,Mountain West,P,Sr.,43.0,195.0,4.75,124.0,10.89,19.7,8.8,2.92
Ryan Oakes,Nevada,Mountain West,P,Sr.,24.2,108.0,4.73,124.0,10.31,19.5,9.2,2.83
Logan Saloman,Nevada,Mountain West,P,Sr.,40.1,181.0,4.37,135.0,10.64,20.0,9.4,2.31
Eddie Tierney,Nevada,Mountain West,P,Jr.,18.1,94.0,5.23,112.0,8.88,19.9,11.0,2.4
Eric Valdez,Nevada,Mountain West,P,Sr.,32.1,157.0,4.59,128.0,9.19,20.2,11.0,2.05
Anthony Anzaldi,NJIT,America East,P,Jr.,31.0,156.0,5.16,114.0,6.21,18.3,12.1,2.27
Brandon Falco,NJIT,America East,P,So.,12.0,68.0,5.37,109.0,7.23,18.3,11.0,2.48
Collin Kidd,NJIT,America East,P,Jr.,25.5,126.0,5.49,107.0,5.96,18.8,12.8,2.71
Talon Mihalinac,NJIT,America East,P,Sr.,26.2,132.0,5.22,113.0,4.39,16.5,12.1,2.07
Brandon Peterson,NJIT,America East,P,Sr.,49.8,246.0,5.42,108.0,4.43,17.4,13.0,2.6
Tade Riorden,NJIT,America East,P,Jr.,21.2,111.0,5.44,108.0,6.7,17.9,11.2,2.78
Mark Scamardella,NJIT,America East,P,Sr.,22.8,108.0,5.42,108.0,10.06,20.9,10.9,3.3
Eddie Werse,NJIT,America East,P,So.,33.0,145.0,4.76,124.0,10.98,21.0,10.0,3.03
Jake Carvajal,New Mexico St.,CUSA,P,Sr.,27.6,147.0,5.29,111.0,8.88,19.5,10.6,2.71
Chris Daniels,New Mexico St.,CUSA,P,So.,16.2,88.0,5.65,104.0,7.79,19.0,11.2,3.14
Jaden Davis,New Mexico St.,CUSA,P,So.,18.2,95.0,5.3,111.0,7.52,19.9,12.4,2.53
Cooper Reese,New Mexico St.,CUSA,P,So.,11.1,59.0,5.28,111.0,7.35,19.3,11.9,2.52
Colton Sneddon,New Mexico St.,CUSA,P,Sr.,14.0,76.0,5.37,109.0,9.12,18.7,9.6,2.81
Carson Timmons,New Mexico St.,CUSA,P,So.,24.0,114.0,5.12,115.0,9.47,20.3,10.9,3.02
Jack Turner,New Mexico St.,CUSA,P,Sr.,54.1,260.0,5.23,112.0,7.77,17.8,10.0,2.94
Dylan Weekly,New Mexico St.,CUSA,P,So.,22.2,117.0,5.47,107.0,8.02,19.6,11.6,2.87
Hazen Wright,New Mexico St.,CUSA,P,So.,22.2,103.0,4.72,125.0,9.88,21.8,11.9,2.36
Connor Wylde,New Mexico St.,CUSA,P,Sr.,50.2,233.0,5.23,112.0,8.61,19.9,11.3,3.22
Matthew Yarc,New Mexico St.,CUSA,P,So.,38.0,174.0,5.18,114.0,9.86,19.6,9.8,3.44
Diego Alvarez,New Mexico,Mountain West,P,Sr.,26.0,126.0,5.03,117.0,9.44,18.9,9.4,2.93
Josh Barnhouse,New Mexico,Mountain West,P,Sr.,39.5,185.0,5.09,116.0,8.96,18.5,9.5,3.32
Ryan Castillo,New Mexico,Mountain West,P,Jr.,32.4,161.0,4.53,130.0,11.43,20.0,8.6,2.51
Matt Cornelius,New Mexico,Mountain West,P,Sr.,12.3,71.0,5.71,103.0,7.16,19.8,12.6,2.67
Ty Cunningham,New Mexico,Mountain West,P,Sr.,32.0,153.0,4.64,127.0,7.36,19.1,11.7,1.88
Cristian Mogen,New Mexico,Mountain West,P,So.,22.0,106.0,4.72,125.0,10.14,20.7,10.5,2.49
Tommy White,New Mexico,Mountain West,P,Sr.,40.1,182.0,4.73,124.0,9.27,19.6,10.3,2.47
Luke Wiseman,New Mexico,Mountain West,P,Sr.,30.1,148.0,4.6,128.0,9.24,19.1,9.8,2.26
Matthew Bienvenu,New Orleans,Southland,P,Sr.,27.2,145.0,5.67,104.0,5.05,19.0,13.9,2.46
Brice Deaton,New Orleans,Southland,P,Sr.,16.0,74.0,5.14,114.0,8.8,19.6,10.8,2.83
Skylar Jones,New Orleans,Southland,P,Sr.,29.1,160.0,5.24,112.0,8.44,22.3,13.8,1.98
Riley Marcotte,New Orleans,Southland,P,Jr.,32.2,151.0,4.66,126.0,7.86,18.1,10.2,2.0
Cole Syversen,New Orleans,Southland,P,Sr.,12.0,65.0,5.41,109.0,7.92,18.7,10.8,2.88
Trey Usey,New Orleans,Southland,P,Sr.,20.8,102.0,5.72,103.0,8.05,18.5,10.5,3.6
Tyler Velino,New Orleans,Southland,P,Sr.,10.1,58.0,5.78,102.0,8.8,19.6,10.8,3.21
Andrew Baumgart,Niagara,MAAC,P,Sr.,14.0,74.0,5.47,107.0,7.37,17.5,10.1,2.83
Nate Bennett,Niagara,MAAC,P,So.,46.1,227.0,5.74,102.0,6.8,18.6,11.8,3.46
Charlie Berryman,Niagara,MAAC,P,Jr.,12.0,64.0,5.3,111.0,8.43,19.7,11.2,2.48
Andrew Damiani,Niagara,MAAC,P,Sr.,35.0,167.0,4.62,127.0,8.78,19.8,11.0,2.01
Jack Dickinson,Niagara,MAAC,P,Jr.,14.8,83.0,5.69,103.0,7.03,19.9,12.9,2.83
Eddie Dolansky,Niagara,MAAC,P,So.,13.1,69.0,5.07,116.0,8.75,19.9,11.2,2.48
Carter Fink,Niagara,MAAC,P,Jr.,51.9,235.0,4.71,125.0,9.62,18.8,9.2,2.51
Luke Glenn,Niagara,MAAC,P,So.,20.0,111.0,5.21,113.0,9.18,19.3,10.1,2.48
CJ Hurley,Niagara,MAAC,P,So.,24.2,124.0,5.4,109.0,8.08,18.6,10.5,3.12
Johnny Montgomery,Niagara,MAAC,P,Sr.,11.2,58.0,5.28,111.0,6.77,18.3,11.5,2.49
Gage Wheaton,Niagara,MAAC,P,Jr.,36.4,191.0,6.15,96.0,4.17,20.7,16.5,2.95
Ethan Blakeney,Norfolk St.,NEC,P,Jr.,46.8,243.0,5.32,111.0,8.17,20.2,12.0,2.85
Myles Crocker,Norfolk St.,NEC,P,So.,16.0,97.0,5.72,103.0,7.91,19.4,11.5,2.67
Walker Fuller,Norfolk St.,NEC,P,Jr.,24.2,145.0,6.64,89.0,5.22,18.3,13.1,3.57
Parker Hampton,Norfolk St.,NEC,P,Jr.,47.4,254.0,5.2,113.0,3.68,15.8,12.1,1.8
Tyler Mitchell,Norfolk St.,NEC,P,Sr.,21.2,121.0,5.25,112.0,8.44,20.5,12.1,2.38
Liam Royster,Norfolk St.,NEC,P,Sr.,31.2,172.0,6.35,93.0,2.42,15.6,13.2,3.08
Yasseel Samboy,Norfolk St.,NEC,P,Jr.,28.0,136.0,4.79,123.0,10.46,21.5,11.0,2.52
Nyenati Snoh,Norfolk St.,NEC,P,So.,14.1,97.0,6.21,95.0,6.98,19.8,12.9,2.52
Mac Yarbrough,Norfolk St.,NEC,P,Sr.,28.2,162.0,7.03,84.0,-1.68,20.6,22.3,2.16
Diego Barrett,N.C. A&T,CAA,P,Sr.,41.1,190.0,5.26,112.0,7.95,20.7,12.7,2.96
Jordan Bright,N.C. A&T,CAA,P,So.,13.0,71.0,5.35,110.0,8.35,19.9,11.5,2.77
Braxton Davis,N.C. A&T,CAA,P,So.,19.0,108.0,5.73,103.0,5.36,19.8,14.4,2.49
Jacob Fields,N.C. A&T,CAA,P,Jr.,26.2,132.0,5.05,116.0,8.05,21.1,13.0,2.37
Mekai Griffin,N.C. A&T,CAA,P,So.,16.2,108.0,6.17,95.0,5.47,18.4,13.0,2.49
Angel Ortiz,N.C. A&T,CAA,P,Sr.,60.3,281.0,5.09,116.0,10.17,18.6,8.4,3.39
Gavin Sentell,N.C. A&T,CAA,P,Sr.,53.0,246.0,4.6,128.0,9.22,18.9,9.7,2.38
Tyler Smith,N.C. A&T,CAA,P,So.,34.2,162.0,4.9,120.0,6.83,16.5,9.7,2.31
Heath Andrews,NC State,ACC,P,Jr.,64.1,294.0,5.12,115.0,9.93,19.2,9.2,3.27
Cooper Consiglio,NC State,ACC,P,Jr.,37.2,179.0,5.14,114.0,8.64,20.7,12.0,2.83
Jacob Dudan,NC State,ACC,P,Jr.,38.0,170.0,4.59,128.0,12.16,24.4,12.2,2.64
Ryder Garino,NC State,ACC,P,So.,24.2,106.0,4.9,120.0,11.79,22.6,10.8,3.34
Ryan Marohn,NC State,ACC,P,Jr.,73.5,310.0,4.13,142.0,12.38,21.3,8.9,2.4
Anderson Nance,NC State,ACC,P,So.,54.0,224.0,4.2,140.0,12.6,21.4,8.8,2.5
AJ Lausten,North Dakota St.,Summit League,P,Jr.,16.4,93.0,5.73,103.0,5.49,18.8,13.3,2.3
Brayden Marks,North Dakota St.,Summit League,P,Sr.,41.8,210.0,5.71,103.0,6.76,17.4,10.6,3.29
Matt Sargeant,North Dakota St.,Summit League,P,Jr.,13.3,72.0,5.89,100.0,4.2,17.3,13.1,2.67
Garrett Shupe,North Dakota St.,Summit League,P,So.,23.2,121.0,5.28,111.0,7.82,18.7,10.9,2.72
Hayden Donahue,ULM,Sun Belt,P,Sr.,12.1,60.0,5.25,112.0,8.64,19.8,11.2,2.7
Aidan Haynes,ULM,Sun Belt,P,Sr.,20.0,102.0,4.89,120.0,8.76,19.5,10.8,2.13
Holden Hess,ULM,Sun Belt,P,Jr.,20.0,99.0,4.96,119.0,8.18,19.0,10.9,2.5
Seaver Sheets,ULM,Sun Belt,P,Sr.,12.0,60.0,4.96,119.0,8.01,18.7,10.7,2.26
Caleb Strmiska,ULM,Sun Belt,P,Sr.,20.8,106.0,5.81,101.0,4.97,17.7,12.8,2.96
Adam Tubbs,ULM,Sun Belt,P,Sr.,16.6,88.0,4.74,124.0,8.46,19.8,11.4,1.98
Ryan McCarroll,Northeastern,CAA,P,Sr.,10.1,57.0,4.79,123.0,10.46,21.3,10.8,2.24
Robbie O'Connor,Northeastern,CAA,P,Jr.,70.3,338.0,5.19,113.0,6.51,16.2,9.7,2.45
Matthew Sapienza,Northeastern,CAA,P,Sr.,45.6,223.0,5.11,115.0,6.36,16.6,10.2,2.54
Logan Borboa,Northern Colo.,Summit League,P,Jr.,13.0,59.0,4.87,121.0,8.42,18.7,10.3,2.5
Mason Bright,Northern Colo.,Summit League,P,Jr.,21.6,114.0,5.54,106.0,7.74,20.5,12.7,2.99
Luke Guest,Northern Colo.,Summit League,P,Jr.,22.1,109.0,5.0,118.0,8.92,19.6,10.7,2.64
Brady Hudson,Northern Colo.,Summit League,P,So.,23.2,112.0,4.63,127.0,11.37,21.8,10.4,2.47
Trevor Landen,Northern Colo.,Summit League,P,Jr.,42.3,209.0,5.27,112.0,4.18,16.2,12.1,2.2
Logan Moser,Northern Colo.,Summit League,P,Sr.,26.0,144.0,6.77,87.0,4.6,16.5,11.9,3.88
Lucas Stone,Northern Colo.,Summit League,P,So.,16.2,96.0,5.56,106.0,6.89,18.3,11.4,2.38
Jake Storey,Northern Colo.,Summit League,P,Sr.,51.9,264.0,4.98,118.0,7.05,17.4,10.4,2.41
Danny Cihocki,NIU,MAC,P,Jr.,41.2,210.0,4.63,127.0,10.1,20.6,10.5,2.25
Carter Cox,NIU,MAC,P,So.,49.2,225.0,4.54,130.0,11.21,22.5,11.3,2.38
Alex Day,NIU,MAC,P,Jr.,15.4,84.0,5.73,103.0,7.98,19.3,11.3,3.19
Tyler Deleskiewicz,NIU,MAC,P,Sr.,19.3,105.0,5.9,100.0,3.74,17.9,14.2,2.12
Blake Gaskey,NIU,MAC,P,Sr.,70.4,339.0,5.38,109.0,7.48,17.2,9.7,2.96
John Lyman,NIU,MAC,P,Sr.,20.0,104.0,5.23,112.0,8.88,21.6,12.8,2.66
Gavin Micklinghoff,NIU,MAC,P,Sr.,23.1,132.0,5.49,107.0,5.81,17.0,11.2,2.33
Max Vaisvila,NIU,MAC,P,Sr.,58.0,304.0,5.18,114.0,11.21,19.6,8.4,3.32
Will Franklin,Northern Ky.,Horizon,P,Jr.,37.2,181.0,5.11,115.0,6.72,18.4,11.7,2.48
Evan Fry,Northern Ky.,Horizon,P,Sr.,31.2,163.0,5.27,112.0,9.02,21.0,11.9,2.71
Eli Green,Northern Ky.,Horizon,P,Sr.,18.0,83.0,4.96,119.0,9.53,19.6,10.1,2.79
Gerald Hanson,Northern Ky.,Horizon,P,Sr.,34.0,174.0,5.08,116.0,9.54,21.0,11.4,2.68
Tannis Lange,Northern Ky.,Horizon,P,So.,11.2,73.0,5.9,100.0,7.29,18.9,11.6,2.61
Cody Little,Northern Ky.,Horizon,P,Sr.,33.3,162.0,5.53,106.0,8.79,18.0,9.2,3.51
Shawn Parnell,Northern Ky.,Horizon,P,Jr.,34.2,169.0,5.07,116.0,8.74,20.9,12.2,2.39
